product,sub_product,issue,sub_issue,submitted_via,company,month_year,state,timely,company_response,number_of_complaints
Credit card or prepaid card,General-purpose credit card or charge card,Improper use of your report,Reporting company used your report improperly,Web,Army and Air Force Exchange Service,April 2022,VA,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Improper use of your report,Reporting company used your report improperly,Web,DISCOVER BANK,April 2022,MI,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Improper use of your report,Reporting company used your report improperly,Web,SYNCHRONY FINANCIAL,April 2022,SC,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Improper use of your report,Reporting company used your report improperly,Web,WELLS FARGO & COMPANY,April 2022,NC,Yes,Closed with non-monetary relief,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Phone,CAPITAL ONE FINANCIAL CORPORATION,March 2022,DE,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Phone,"EQUIFAX, INC.",April 2022,MO,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Phone,Experian Information Solutions Inc.,April 2022,MO,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Phone,Synovus Bank,March 2022,DE,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Phone,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,MO,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Referral,CAPITAL ONE FINANCIAL CORPORATION,April 2022,UT,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Referral,"FIRST HAWAIIAN, INC.",January 2022,HI,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Referral,SYNCHRONY FINANCIAL,April 2022,CA,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,AL,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,CAPITAL ONE FINANCIAL CORPORATION,October 2021,SD,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,"CITIBANK, N.A.",November 2021,NE,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,DISCOVER BANK,April 2022,IN,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,"Genesis FS Card Services, Inc.",April 2022,KY,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,"Genesis FS Card Services, Inc.",January 2022,NE,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,JPMORGAN CHASE & CO.,April 2022,IN,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,JPMORGAN CHASE & CO.,April 2022,SC,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,JPMORGAN CHASE & CO.,July 2021,MT,Yes,Closed with non-monetary relief,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,JPMORGAN CHASE & CO.,May 2021,WY,Yes,Closed with non-monetary relief,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Web,Self Financial Inc.,April 2022,OK,No,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,CA,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Phone,CAPITAL ONE FINANCIAL CORPORATION,April 2022,CA,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Phone,DISCOVER BANK,October 2021,VT,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Phone,"EQUIFAX, INC.",April 2022,MI,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Phone,Experian Information Solutions Inc.,April 2022,MI,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Phone,"Genesis FS Card Services, Inc.",April 2022,MI,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Phone,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,MI,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Referral,BARCLAYS BANK DELAWARE,April 2022,UT,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Referral,"Bread Financial Holdings, Inc.",March 2022,UT,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Referral,CAPITAL ONE FINANCIAL CORPORATION,April 2022,UT,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Referral,CAPITAL ONE FINANCIAL CORPORATION,April 2022,UT,Yes,Closed with non-monetary relief,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Referral,CAPITAL ONE FINANCIAL CORPORATION,March 2022,UT,Yes,Closed with explanation,1
Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,Referral,CAPITAL ONE FINANCIAL CORPORATION,March 2022,UT,Yes,Closed with non-monetary relief,1
